id,skyddsrumsnr,gatuadress,kommunnamn,antalplatser,latitude,longitude
62923941,123763-2,Täppgatan 18,Södertälje,30,17.618521691201313,59.195431471431796
62923942,123764-8,Ragnhildsbacken 42B,Södertälje,49,17.619337762371718,59.1955677655603
62923943,123765-3,Ragnhildsbacken 42A ,Södertälje,30,17.61889372191791,59.19548686755345
62923944,123766-9,Ragnhildsbacken 40,Södertälje,56,17.619682381552536,59.19572254524773
62923945,123767-4,Övre Torekällgatan 35,Södertälje,68,17.619205775042616,59.19338711049048
62923946,123769-5,Täppgatan 5,Södertälje,115,17.619896574294568,59.19303175943136
62923947,123770-0,Holmfastvägen 31,Södertälje,50,17.60904990160071,59.196161089838675
62923948,123776-3,Höglandsvägen 5 B,Södertälje,53,17.649752173580143,59.196604323041676
62923949,123777-9,Höglandsvägen 7 A,Södertälje,84,17.650420361250067,59.19618637297806
62923950,123778-4,Höglandsvägen 7 D,Södertälje,83,17.650420361250067,59.19618637297806
62923951,123780-5,Höglandsvägen 9 D,Södertälje,130,17.650142177230347,59.195760769729915
62923952,123781-0,Höglandsvägen 11,Södertälje,41,17.649625448078567,59.19542089502141
62923953,123782-6,Höglandsvägen 13 A,Södertälje,60,17.650142177230347,59.195760769729915
62923954,123783-1,Höglandsvägen 13 B,Södertälje,117,17.650896384357843,59.19532309253684
62923955,123784-7,Höglandsvägen 15 C,Södertälje,75,17.650253080717466,59.194931892912216
62923956,123785-2,Erik Dahlbergs Väg 5,Södertälje,150,17.635977279404564,59.19922056503881
62923957,123786-8,Erik Dahlbergs Väg 5,Södertälje,136,17.63660379376238,59.19871368548394
62923958,123787-3,Erik Dahlbergs Väg 9,Södertälje,150,17.638662945488203,59.19725227423004
62923959,123788-9,Klätterstigen 4,Södertälje,100,17.65247931522679,59.19337699360289
62923960,123789-4,Höglandsvägen 10,Södertälje,30,17.64884458768909,59.195966927191556
62923961,123791-5,Höglandsvägen 12,Södertälje,30,17.648886044003437,59.195597699595396
62923962,123792-0,Höglandsvägen 14,Södertälje,30,17.64890931844416,59.195219857681884
62923963,123794-1,Strindbergsvägen 11 A,Södertälje,57,17.647230263171643,59.19592794661477
62923964,123795-7,Strindbergsvägen 13 B,Södertälje,50,17.647216499922312,59.195523905038655
62923965,123796-2,Strindbergsvägen 15 B,Södertälje,50,17.647067013888684,59.195176538086166
62923966,123798-3,Strindbergsvägen 10 A,Södertälje,37,17.646403401931305,59.19610651847988
62923967,123799-9,Bellmansvägen 11,Södertälje,30,17.647893001382144,59.19657034307896
62923968,123800-2,Bellmansvägen 9,Södertälje,30,17.647406021320243,59.196840828887545
62923969,123801-8,Bellmansvägen 7,Södertälje,30,17.647118337356726,59.19719710219576
62923970,123802-3,Bellmansvägen 1,Södertälje,52,17.6471499057454,59.19828363566108
62923971,123803-9,Bellmansvägen 3,Södertälje,60,17.647000407552284,59.19793626884716
62923972,123804-4,Bellmansvägen 5,Södertälje,60,17.647055900809967,59.197521831621835
62923973,123806-5,Höglandsvägen 8,Södertälje,30,17.648940940165065,59.19630639061053
62923974,123807-0,Höglandsvägen 6,Södertälje,30,17.648864509873594,59.19667633115397
62923975,123808-6,Höglandsvägen 4,Södertälje,30,17.648752408857742,59.19703801381032
62923976,123809-1,Höglandsvägen 2,Södertälje,30,17.64858784356902,59.19740076571496
62923977,123810-7,Rosenlundsvägen 14,Södertälje,30,17.648405787366002,59.197763873841396
62923978,123811-2,Rosenlundsvägen 12,Södertälje,30,17.647990134755286,59.19805087772407
62923979,123812-8,Strindbergsvägen 14 A,Södertälje,37,17.646324824664465,59.195317444999105
62923980,123813-3,Strindbergsvägen 12 A,Södertälje,37,17.646449050166844,59.19579111622062
62923981,123814-9,Täppgatan 12 A,Södertälje,100,17.619326629711246,59.19450777910983
62923982,123815-4,Täppgatan 10 A,Södertälje,77,17.619696896541562,59.19431163286754
62923983,123817-5,Täppgatan 8 A,Södertälje,43,17.61982540888829,59.193931678489186
62923984,123818-0,Övre Torekällgatan 30 A,Södertälje,40,17.620326013221714,59.19406534146145
62923985,123819-6,Övre Torekällgatan 28 B,Södertälje,90,17.62080058637412,59.19431633057626
62923986,123820-1,Dalgatan 7,Södertälje,200,17.62020789693355,59.19503808627171
62923987,123821-7,Källgatan 8,Södertälje,167,17.60906642898014,59.193393438608226
62923988,123822-2,Källgatan 8,Södertälje,200,17.609142223516407,59.19323917494614
62923989,123824-3,Erik Dahlbergs Väg 3,Södertälje,200,17.63511883646733,59.20012747964015
62923990,123825-9,Erik Dahlbergs Väg 3,Södertälje,200,17.636103056760902,59.20017041192305
62923991,123826-4,Erik Dahlbergs Väg 3,Södertälje,200,17.63651637003507,59.20030578514605
62923992,123828-5,Heimdallsvägen 5,Södertälje,216,17.60857941221556,59.1943556060547
62923993,123829-0,Heimdallsvägen 19,Södertälje,245,17.60944576224628,59.19492222272474
62923994,123830-6,Heimdallsvägen 21,Södertälje,241,17.610779583241563,59.194500098019624
62923995,123831-1,Övre Torekällgatan 38,Södertälje,81,17.618552308001703,59.193544038915576
62923996,123832-7,Täppgatan 11,Södertälje,88,17.619022427959685,59.193965835949015
62923997,123833-2,Hökmossvägen 16,Nykvarn,86,17.423696969773957,59.1762745435497
62923998,123836-9,Rävsnäsvägen 75,Stockholm,42,18.028149649969944,59.28004961100988
62923999,123837-4,Rävsnäsvägen 71,Stockholm,21,18.027835805885005,59.27987718945358
62924000,123839-5,Gripsholmsvägen 29,Stockholm,125,18.027583328368213,59.2807906761656
62924001,123840-0,Gripsholmsvägen 29,Stockholm,81,18.02834166593815,59.281024644268044
62924002,123841-6,Gripsholmsvägen 29,Stockholm,106,18.028973315034033,59.28062353280639
62924003,123842-1,Vibyholmsvägen 6,Stockholm,25,18.030011988340213,59.28025787170082
62924004,123843-7,Vibyholmsvägen 8,Stockholm,46,18.030831579474793,59.27979845632015
62924005,123844-2,Vibyholmsvägen 16,Stockholm,48,18.031751531939168,59.27948047733726
62924006,123845-8,Ellen Keys Gata 49,Stockholm,75,17.966442807690946,59.286691880549434
62924007,123846-3,Ellen Keys Gata 55,Stockholm,84,17.96667952610457,59.28618326791893
62924008,123847-9,Jenny Linds Gata 7,Stockholm,35,17.969215877183018,59.28828206738652
62924009,123848-4,Jenny Linds Gata 9,Stockholm,50,17.96951588735104,59.28849987270671
62924010,123850-5,Jenny Linds Gata 17,Stockholm,42,17.97005101856131,59.28819112261159
62924011,123851-0,Fruängstorget,Stockholm,210,17.965031036989366,59.28580748122964
62924012,123852-6,Västertorpsv,Stockholm,255,17.966373626462858,59.29114153027904
62924013,123853-1,Kristallvägen 115,Stockholm,29,18.002670193155225,59.29081240313708
62924014,123854-7,Kristallvägen 119,Stockholm,62,18.0032343118684,59.290835331371404
62924015,123855-2,Kristallvägen 125,Stockholm,42,18.00369496488042,59.29068092214784
62924016,123856-8,Kristallvägen 129,Stockholm,42,18.003773254295258,59.29037358612114
62924017,123857-3,Safirgränd 12,Stockholm,110,18.000970142039282,59.291453686230625
62924018,123858-9,Safirgränd 28,Stockholm,97,18.001961742897862,59.29094556615573
62924019,123859-4,Klackvägen 9,Stockholm,29,18.009462918698517,59.287573248322175
62924020,123861-5,Klackvägen 13,Stockholm,44,18.009101857581644,59.28786016888618
62924021,123862-0,Folkparksvägen 125,Stockholm,46,18.007547492657892,59.28776130775137
62924022,123863-6,Folkparksvägen 119,Stockholm,58,18.00822961482255,59.287529873662024
62924023,123864-1,Folkparksvägen 117,Stockholm,54,18.00866306486125,59.287465936328346
62924024,123865-7,Terrängvägen 79,Stockholm,46,17.97082285051786,59.29321466369149
62924025,123866-2,Terrängvägen 73,Stockholm,44,17.971328601472006,59.29337385311613
62924026,123867-8,Konsumentvägen 15,Stockholm,125,18.003639240972532,59.270526251305164
62924027,123868-3,Terrängvägen 119,Stockholm,44,17.9634406963039,59.2923585515966
62924028,123869-9,Terrängvägen 103,Stockholm,43,17.964467299683708,59.29264968263904
62924029,123870-4,Terrängvägen 123,Stockholm,37,17.96320608490829,59.29168095799405
62924030,123872-5,Terrängvägen 129,Stockholm,37,17.96292485434327,59.29208274412069
62924031,123873-0,Terrängvägen 111,Stockholm,72,17.9640706226894,59.29212854345046
62924032,123874-6,Domargränd 6,Stockholm,37,17.965062161701656,59.292420468327606
62924033,123875-1,Domargränd 12,Stockholm,33,17.965309088183922,59.29202844483518
62924034,123876-7,Stöttinggränd 3,Stockholm,66,17.96290645382287,59.29126543797956
62924035,123877-2,Stöttinggränd 17,Stockholm,66,17.96398909539316,59.291393548657425
62924036,123878-8,Stöttinggränd 31,Stockholm,66,17.965110710126066,59.291565692545035
62924037,123879-3,Stöttinggränd 11,Stockholm,37,17.963505984373082,59.291090040219146
62924038,123880-9,Stöttinggränd 25,Stockholm,37,17.964735893487635,59.29129566524396
62924039,123883-5,Örby Slottsväg 39,Stockholm,42,18.034252828698463,59.28035674499473
62924040,123887-7,Snöskostigen 8,Stockholm,97,17.97169177322882,59.29250290353291
62924041,123888-2,Snöskostigen 12,Stockholm,50,17.972404604900095,59.292217045132695
62924042,123889-8,Snöskostigen 14,Stockholm,53,17.972404604900095,59.292217045132695
62924043,123890-3,Lerkrogsvägen 28,Stockholm,105,18.004808417795203,59.29016098085179
62924044,123891-9,Lerkrogsvägen 28,Stockholm,121,18.006036509124744,59.28974621553623
62924045,123892-4,Lerkrogsvägen 28,Stockholm,120,18.006436631688377,59.28950333267701
62924046,123894-5,Lerkrogsvägen 28,Stockholm,107,18.00570808119377,59.290005413595956
62924047,123895-0,Sjöbjörnsvägen 14,Stockholm,25,18.01155852297843,59.31723304550732
62924048,123896-6,Frescati Hagväg 12,Stockholm,24,18.053390158049794,59.3619990713187
62924049,123898-7,Kräftriket 21 D,Stockholm,90,18.052519503360646,59.35681641436922
62924050,123899-2,Kräftriket 23 B,Stockholm,50,18.05318478325405,59.35618976090072
62924051,123901-1,Verdandigatan,Stockholm,180,18.06623487999095,59.34575572265409
62924052,123902-7,Kolargatan-Artemisgatan,Stockholm,230,18.10435689033672,59.35378545746662
62924053,123903-2,Dianavägen 15,Stockholm,50,18.101439751645156,59.35576006094967
62924054,123904-8,Nimrodsgatan 3 A,Stockholm,55,18.10060534671612,59.35568106784314
62924055,123905-3,Dianavägen 13,Stockholm,30,18.101410728678996,59.355634941075635
62924056,123906-9,Skogvaktargatan 2,Stockholm,50,18.10177452818798,59.355185943861066
62924057,123907-4,Skogvaktargatan 4,Stockholm,37,18.101338318510017,59.35503457057691
62924058,123910-0,Karlavägen,Stockholm,240,18.075322568952807,59.34041029011034
62924059,123911-6,Körsbärsvägen 5,Stockholm,80,18.063624694191905,59.34880957883699
62924060,123912-1,Körsbärsvägen 1,Stockholm,105,18.06444406259041,59.34852970534928
62924061,123913-7,Filipstadsbacken 64,Stockholm,100,18.105769796513886,59.23787915535067
62924062,123914-2,Floragatan 5,Stockholm,50,18.074710204428776,59.34180864868573
62924063,123918-4,Skogvaktargatan 6,Stockholm,40,18.100545532842062,59.35464006011436
62924064,123920-5,Artemisgatan 15,Stockholm,25,18.099991820144936,59.355129518111696
62924065,123921-0,Nimrodsgatan 7,Stockholm,33,18.09967206195305,59.355289895248596
62924066,123925-2,Drottning Kristinas Väg 45,Stockholm,64,18.06825630629504,59.350021578538716
62924067,123928-9,Lindstedtsvägen 9,Stockholm,137,18.07404624347137,59.34672189426923
62924068,123929-4,Lindstedtsvägen 30,Stockholm,166,18.073905123359783,59.34846858051391
62924069,123931-5,Lindstedtsvägen 24,Stockholm,145,18.074937823689854,59.348408265450125
62924070,123932-0,Teknikringen 76,Stockholm,195,18.07138349538857,59.3511340958628
62924071,123933-6,Teknikringen 8,Stockholm,90,18.071784067957097,59.34875225266723
62924072,123934-1,Teknikringen 44,Stockholm,132,18.073882799499835,59.34958341735967
62924073,123935-7,Teknikringen 60,Stockholm,30,18.074134648966595,59.3504221941521
62924074,123936-2,Teknikringen 68,Stockholm,25,18.07298168494887,59.35070999762942
62924075,123944-6,Artemisgatan 18,Stockholm,66,18.10035450572504,59.35524669940502
62924076,123947-2,Arvikagatan 31-35,Stockholm,148,18.102603115912814,59.23950944829968
62924077,123977-6,Handelsvägen 170 b,Stockholm,80,18.0733265963603,59.279790153178375
62924078,124013-7,Gullmarsvägen 60,Stockholm,125,18.06940503763402,59.30038971646237
62924079,124014-2,Gullmarsvägen 60,Stockholm,148,18.07059247688995,59.30030779153104
62924080,124015-8,Gullmarsvägen 60,Stockholm,150,18.06971200451635,59.300481327938805
62924081,124016-3,Siljansvägen 79,Stockholm,36,18.039166595003728,59.29902341561048
62924082,124017-9,Siljansvägen 85,Stockholm,38,18.03850199409732,59.299254602320104
62924083,124018-4,Siljansvägen 71,Stockholm,40,18.04224367145132,59.298852683520444
62924084,124020-5,Siljansvägen 65,Stockholm,40,18.04224367145132,59.298852683520444
62924085,124026-8,Årstavägen 24,Stockholm,53,18.05554718549923,59.295557594728145
62924086,124027-3,Årstavägen 26,Stockholm,120,18.055143325503426,59.29575578867923
62924087,124028-9,Årstavägen 28,Stockholm,57,18.054443030933687,59.29597891101856
62924088,124029-4,Ymsenvägen 2,Stockholm,118,18.06661181891542,59.29864030224136
62924089,124031-5,Sköntorpsvägen 18,Stockholm,85,18.067013221468876,59.29841517097561
62924090,124032-0,Storsjövägen 36,Stockholm,30,18.039503578094426,59.29866508191588
62924091,124033-6,Storsjövägen 42,Stockholm,37,18.038963971891654,59.29852491469896
62924092,124037-8,Rämensvägen 33,Stockholm,25,18.045484381964584,59.29638654080485
62924093,124038-3,Rämensvägen 37,Stockholm,30,18.04571642268886,59.29662374154156
62924094,124039-9,Rämensvägen 45,Stockholm,40,18.045850492114454,59.29694411140214
62924095,124040-4,Siljansvägen 41,Stockholm,40,18.04606741342784,59.29720862434071
62924096,124049-3,Slakthusgatan 3,Stockholm,36,18.079949872205216,59.292061811970314
62924097,124050-9,Gamla Dalarövägen 48,Stockholm,50,18.094668845652848,59.28024583993306
62924098,124053-5,Sköntorpsvägen 4,Stockholm,80,18.070236772602808,59.298896329970255
62924099,124054-0,Årstavägen 129,Stockholm,75,18.0401832300007,59.300176877762254
62924100,124055-6,Årstavägen 125,Stockholm,86,18.04139940003208,59.30002265887397
62924101,124056-1,Siljansvägen 72,Stockholm,50,18.041242218431528,59.2996399209649
62924102,124057-7,Siljansvägen 74,Stockholm,70,18.040249197333967,59.29973500899687
62924103,124058-2,Siljansvägen 82,Stockholm,40,18.038746011908643,59.29962632958709
62924104,124059-8,Siljansvägen 78,Stockholm,80,18.039406048175344,59.29993442527245
62924105,124060-3,Siljansvägen 80,Stockholm,75,18.03963303124301,59.29952474218422
62924106,124068-7,Borensvägen 64,Stockholm,33,18.05360970356914,59.29726553904473
62924107,124069-2,Skattungsvägen 6,Stockholm,30,18.039816536595996,59.29803771973062
62924108,124089-1,Sockenvägen 368-370,Stockholm,100,18.070272092678895,59.28428358680056
62924109,124107-8,Steningevägen 5,Stockholm,73,18.071209217538907,59.29779501878687
62924110,124108-3,Steningevägen 3,Stockholm,80,18.0716456283948,59.298153163421546
62924111,124109-9,Gullmarsvägen 27,Stockholm,80,18.072012726728005,59.29852192906295
62924112,124110-4,Dellensvägen 24,Stockholm,37,18.0438356374197,59.30113393068268
62924113,124112-5,Dellensvägen 14,Stockholm,40,18.0438356374197,59.30113393068268
62924114,124113-0,Dellensvägen 32,Stockholm,33,18.042271952433993,59.301332239573554
62924115,124114-6,Dellensvägen 30,Stockholm,36,18.042774846782276,59.3012575810052
62924116,124116-7,Ottsjövägen 18-24,Stockholm,40,18.04620118842905,59.30106062070116
62924117,124123-5,Årstavägen 68,Stockholm,66,18.04825961100741,59.29814579739629
62924118,124124-0,Årstavägen 70,Stockholm,66,18.047628551023582,59.29835827380876
62924119,124125-6,Årstavägen 72,Stockholm,60,18.046944081187107,59.29856301100227
62924120,124126-1,Bränningevägen 9,Stockholm,56,18.04869659046926,59.29851298840157
62924121,124127-7,Skedviksvägen 1,Stockholm,60,18.049681910707182,59.29774404101067
62924122,124128-2,Årstavägen 66,Stockholm,60,18.04899104186609,59.29787704871137
62924123,124129-8,Bränningevägen 5,Stockholm,46,18.049396975243077,59.29828989630945
62924124,124130-3,Bränningevägen 1,Stockholm,57,18.050028825936906,59.29808637892831
62924125,124134-5,Sköntorpsvägen 3,Stockholm,70,18.070262430521254,59.29840147233437
62924126,124135-0,Sköntorpsvägen 1,Stockholm,75,18.0710969807114,59.298498607174444
62924127,124136-6,Steningevägen 4,Stockholm,84,18.070761722645464,59.29809314227544
62924128,124142-9,Ymsenvägen 10,Stockholm,95,18.06820099219617,59.29736272788457
62924129,124143-4,Ymsenvägen 8,Stockholm,84,18.067845177616828,59.297703611820175
62924130,124145-5,Sköntorpsvägen 11,Stockholm,82,18.06768382977159,59.298057884244315
62924131,124149-7,Svärdlångsvägen 23 a,Stockholm,120,18.03623286611387,59.30159006466708
62924132,124150-2,Svärdlångsvägen 21 d,Stockholm,120,18.036487030241172,59.30128758910993
62924133,124151-8,Svärdlångsvägen 15,Stockholm,60,18.03846561189012,59.302193964468714
62924134,124153-9,,Stockholm,130,18.091020002526513,59.28996610827744
62924135,124154-4,Visthusvägen,Stockholm,150,18.069980983247863,59.289628387464695
62924136,124156-5,Sockenvägen 345-349,Stockholm,115,18.070272092678895,59.28428358680056
62924137,124161-2,Erkenskroken 4,Stockholm,42,18.0504121832242,59.29922764512185
62924138,124162-8,Erkenskroken 2,Stockholm,38,18.0504121832242,59.29922764512185
62924139,124167-5,Årstavägen 78,Stockholm,56,18.04602548458251,59.29909673082085
62924140,124168-0,Årstavägen 88,Stockholm,48,18.04533927398208,59.29908582855505
62924141,124169-6,Årstavägen 92,Stockholm,28,18.04493852025789,59.29931986175607
62924142,124171-7,Årstavägen 100,Stockholm,28,18.04382930097758,59.29968728461857
62924143,124172-2,Årstavägen 102,Stockholm,45,18.04332723370755,59.2997709146229
62924144,124173-8,Årstavägen 110,Stockholm,45,18.043072340153344,59.30006443544092
62924145,124174-3,Bränningevägen 37,Stockholm,66,18.044766609749633,59.29975522578086
62924146,124175-9,Bränningevägen 31,Stockholm,80,18.044766609749633,59.29975522578086
62924147,124184-8,Tavelsjövägen 14,Stockholm,62,18.037567244166844,59.29960891165529
